condition,family,model,layer,head,selection_rho,selection_p,n_selection,selection_p_fdr
natural,gpt2,gpt2-large,28,16,-0.6991304347826087,0.0001440664963563472,24,0.03457595912552333
natural,gpt2,gpt2-large,29,7,-0.6008695652173912,0.0019025985739905028,24,0.1379243665355195
natural,gpt2,gpt2-large,30,1,-0.5965217391304348,0.002092699070468261,24,0.1379243665355195
natural,gpt2,gpt2-large,26,8,-0.5921739130434782,0.0022987394422586587,24,0.1379243665355195
natural,gpt2,gpt2-large,28,10,-0.5295652173913042,0.007784589602340773,24,0.27507807102942755
natural,gpt2,gpt2-large,24,10,-0.5156521739130434,0.009906970265358948,24,0.27507807102942755
natural,gpt2,gpt2-large,32,15,-0.5113043478260869,0.010660889916722198,24,0.27507807102942755
natural,gpt2,gpt2-large,32,18,-0.508695652173913,0.011135557260269265,24,0.27507807102942755
natural,gpt2,gpt2-large,26,16,-0.5069565217391303,0.011461586292892815,24,0.27507807102942755
natural,gpt2,gpt2-large,27,12,-0.5069565217391303,0.011461586292892815,24,0.27507807102942755
natural,gpt2,gpt2-large,33,16,-0.5008695652173912,0.012665278925668665,24,0.2763333583782254
natural,gpt2,gpt2-large,25,1,-0.49217391304347824,0.014563449230153696,24,0.2912689846030739
natural,gpt2,gpt2-large,34,16,-0.477391304347826,0.01832157146143348,24,0.30295266770454493
natural,gpt2,gpt2-large,30,10,-0.4756521739130434,0.01881128388890944,24,0.30295266770454493
natural,gpt2,gpt2-large,32,12,-0.4669565217391304,0.021421931678215295,24,0.30295266770454493
natural,gpt2,gpt2-large,34,4,-0.4660869565217391,0.0216983544469976,24,0.30295266770454493
natural,gpt2,gpt2-large,31,11,-0.45999999999999996,0.023715087669870637,24,0.30295266770454493
natural,gpt2,gpt2-large,34,1,-0.45739130434782604,0.024624404496205596,24,0.30295266770454493
natural,gpt2,gpt2-large,29,16,-0.45652173913043476,0.024933671317922936,24,0.30295266770454493
natural,gpt2,gpt2-large,31,1,-0.4556521739130434,0.02524605564204541,24,0.30295266770454493
natural,gpt2,gpt2-large,34,13,-0.4504347826086956,0.027187078784635655,24,0.3073384056618929
natural,gpt2,gpt2-large,29,9,-0.4460869565217391,0.028894442765709728,24,0.3073384056618929
natural,gpt2,gpt2-large,31,3,-0.4321739130434783,0.03494153662769787,24,0.3073384056618929
natural,gpt2,gpt2-large,32,3,-0.4313043478260869,0.035350455924713656,24,0.3073384056618929
natural,gpt2,gpt2-large,29,18,-0.43043478260869555,0.03576316089882472,24,0.3073384056618929
